FID,community,transaction prices,total square footage,avg square footage,total amount,volume,latitude,longitude,INPUT_FID,DISTANCE to SP,Distance to ZGC
262,______,69776.81818,1673.7,152.1545455,114711048,11,40.01424613,116.2945265,262,3497.808212,3920.401916
263,_____167__,72111,110.49,55.245,8125064.49,2,39.97692,116.364255,263,9954.160272,3993.681841
264,____,79162.38462,922.02,70.92461538,74580422.22,13,39.97752612,116.3610818,264,9741.069764,3741.613594
265,_____,66971.23214,3902.48,69.68714286,255349798.8,56,39.9798313,116.3673253,265,9879.731818,4203.918866
266,_____,65986.1875,1438.31,89.894375,94640846.95,16,39.97766704,116.3658976,266,9978.342707,4110.731802
267,_____,72756.55357,3222.46,57.54392857,233618423.2,56,39.97622225,116.3683904,267,10227.22398,4321.297424
268,_____,74213.38889,2138.77,59.41027778,158311091.1,36,39.97743653,116.366337,268,10020.23474,4147.235272
269,____,62751,94.82,94.82,5950049.82,1,39.98110804,116.3693195,269,9887.675067,4354.845392
270,____,75395.1875,5546.03,57.77114583,417268600.7,96,39.97547719,116.3687417,270,10306.42521,4359.995727
271,____,69078.77778,484.15,53.79444444,33552272.96,9,39.90998921,116.3681371,271,16390.00391,9003.240784
272,____,64064,2949.23,113.4319231,190401621.7,26,39.980172,116.374859,272,10268.34693,4785.709589
273,___,79959.75,160.1,40.025,12800018.9,4,39.9782921,116.3718977,273,10249.82193,4567.524544
274,_____28__,72535.375,1602.23,66.75958333,115955727.2,24,39.97854382,116.366911,274,9960.789282,4180.301711
275,____,73753.21053,1016.3,53.48947368,76050430.2,19,39.97995378,116.351658,275,9066.318988,2991.221543
276,______,68953.5,109.6,54.8,7740069.3,2,39.97523473,116.3493192,276,9373.966996,2888.108636
277,____,64125.31034,2229.92,76.8937931,143231359.7,29,39.97920559,116.3717658,277,10170.93184,4550.759958
278,____32__,59553.5,105.8,52.9,6260030.2,2,39.9805222,116.3656645,278,9735.198631,4072.835284
279,____,76458,113.8,56.9,8700014.8,2,39.9816945,116.3618747,279,9438.697279,3778.2745
280,____14__,67273,55,55,3700015,1,39.980908,116.369939,280,9937.423325,4403.044206
281,____16__,65188,178.2,59.4,11495055.3,3,39.9807409,116.369897,281,9948.13922,4400.065484
282,___3__,71872.625,540.08,67.51,38900198.16,8,39.977168,116.364794,282,9961.61156,4031.798388
283,_28__,67976,468.45,66.92142857,31355193,7,39.979933,116.373144,283,10190.68605,4653.802348
284,___,59439.61538,1454.62,111.8938462,86503693.25,13,39.979966,116.376432,284,10372.78679,4908.18157
285,________,48028,58.3,58.3,2800032.4,1,40.02643336,116.3406366,285,5179.901171,5436.342716
286,___,41175.5,1174.58,83.89857143,48890596.08,14,40.03184685,116.3358154,286,4629.941333,5871.442482
287,___32__,55365.3,692.25,69.225,37830349.27,10,40.03766481,116.3487763,287,5482.960074,6831.175588
288,___,42502.375,504.7,63.0875,21342279.7,8,40.02608654,116.3329157,288,4646.152878,5194.036851
289,621__,55221.20833,1405.1,58.54583333,77120607.3,24,40.03121942,116.3208048,289,3558.202883,5564.159107
290,_________,51498.33333,177.2,59.06666667,9060106.4,3,40.03606967,116.3430113,290,5067.109706,6497.444344
291,____,50508.19048,3750,89.28571429,186920013.7,42,40.03698427,116.3627416,291,6564.962589,7271.069393
292,___,49496.97436,6156.7,78.93205128,297761803.2,78,40.03400648,116.3626911,292,6606.898094,6990.486934
293,______,40374.75,585.09,146.2725,23610275.46,4,40.04041835,116.3385812,293,4667.229169,6844.050093
294,______,33882,144.03,144.03,4880024.46,1,40.04041976,116.337806,294,4607.413061,6827.138728
295,________,48346.18182,685.33,62.30272727,33184263.05,11,40.03038565,116.3222636,295,3698.454079,5485.599166
296,___,56581.93333,1411.79,94.11933333,81138375.84,15,40.03184231,116.3661703,296,6914.426251,6946.852937
297,_____,51197.23077,1947.69,74.91115385,99301005.26,26,40.03194667,116.3185758,297,3367.891569,5628.808673
298,_______,45595.64286,1112.22,79.44428571,50865540.33,14,40.03194667,116.3185758,298,3367.891569,5628.808673
299,____,46050.25,2164.34,90.18083333,99095038.73,24,40.02974063,116.3311809,299,4364.740303,5547.507611
300,____,57943.77907,7295.63,84.83290698,421588515.6,86,40.04302239,116.3390309,300,4688.382933,7131.113908
301,______,49187.31667,3509.64,58.494,171027498.9,60,40.02603914,116.328376,301,4332.348184,5096.12442
302,______,52000.08333,679.9,56.65833333,35110231.9,12,40.02603914,116.328376,302,4332.348184,5096.12442
303,____,45632.72727,1171.67,106.5154545,53530418.42,11,40.03841496,116.3383031,303,4668.488841,6624.993203
304,____,48015.4,365.93,73.186,16866966.13,5,40.02842026,116.3367748,304,4821.524128,5533.806478
305,_______,38195,50.4,50.4,1925028,1,40.03431075,116.328366,305,4000.704419,5993.086915
306,___,47011.0625,3198.47,99.9521875,150276635.1,32,40.02973308,116.3446886,306,5355.08027,5898.173756
307,___57__,49473.33333,155.4,51.8,7640096,3,40.03734675,116.3429312,307,5039.195541,6627.949703
308,___58__,45175.5,238,59.5,10780107.6,4,40.03678996,116.3433415,308,5079.606337,6581.276913
309,___,59342,530.8,66.35,31710341.54,8,39.94082962,116.3875463,309,14205.74602,7318.519113
310,____,52617.52083,3947.4,82.2375,207341695.9,48,40.02880287,116.3527757,310,5984.587591,6094.721974
311,_____,46934.42593,4459.36,82.58074074,207752312.3,54,40.02851594,116.3477625,311,5622.238942,5880.22967
312,______,50292.21622,3104.59,83.90783784,163721442.7,37,40.02806738,116.3405775,312,5111.222291,5601.936904
313,____,53871.62963,2421.68,89.69185185,130784072.3,27,40.02690989,116.3443047,313,5426.23053,5601.575833
314,___,73850.64103,8413.89,107.8703846,615980686.5,78,40.0273471,116.3262717,314,4121.777785,5203.102233
315,___,54731.70732,2640.58,64.40439024,142863528.6,41,40.03042504,116.3647834,315,6841.311391,6756.491345
316,____E_,60343,762.89,254.2966667,45650395.7,3,40.04237629,116.3331391,316,4234.461141,6946.406711
317,_______,53237.42857,448.32,64.04571429,23583106.08,7,40.03618374,116.3401464,317,4846.488306,6433.700214
318,____5__,50148.75,209.9,52.475,10440115.5,4,40.03896863,116.345851,318,5241.885887,6877.126574
319,____6__,56411.28571,1183.1,56.33809524,65183476.5,21,40.03866086,116.3439779,319,5101.339737,6792.992461
320,____7__,48042.2,862.72,86.272,40765477.85,10,40.03989655,116.3434858,320,5050.165871,6908.51048
321,____,47112.25,1900.84,79.20166667,87086159.58,24,40.03242509,116.3313963,321,4283.968122,5840.425565
322,___,49897.05263,3847.23,101.2428947,186930953.6,38,40.03309715,116.3345421,322,4497.240497,5975.89085
323,___,44774.54545,1852.52,84.20545455,83935845.18,22,40.03650835,116.3535074,323,5862.591591,6872.755486
324,____,53856.51034,8619.17,59.44255172,460732324.5,145,40.03301744,116.3542155,324,5981.590746,6556.506675
325,____,56097.88525,3700.04,60.65639344,206928670.3,61,40.03161228,116.3499048,325,5689.818521,6261.80866
326,___,51509.17273,8988.85,81.71681818,442445273.4,110,40.0335195,116.343757,326,5178.380873,6255.4049
327,___6__,54141.4375,933.17,58.323125,50330515.72,16,40.03075207,116.3458361,327,5408.963758,6038.058513
328,____6__,60176.25,219.2,54.8,12900118.4,4,40.03301744,116.3542155,328,5981.590746,6556.506675
329,______,48988.4,1364.02,272.804,66430568.64,5,40.04168491,116.3495616,329,5507.124511,7265.047135
330,____,54002.70588,1121.34,65.96117647,60310558.72,17,40.02931703,116.3488981,330,5680.485771,5999.613656
331,____,69213.44444,1566.64,87.03555556,109030786.5,18,40.0409099,116.3468108,331,5298.807184,7104.877803
332,______,64374,108.74,108.74,7000028.76,1,40.0409099,116.3468108,332,5298.807184,7104.877803
333,___,58832.30769,2337.95,89.92115385,138356365.1,26,40.03304063,116.3658525,333,6866.07839,7040.252756
334,___,55965.44828,3458.27,119.2506897,191981612,29,40.03340237,116.3643936,334,6747.970662,7008.382807
335,____,57823.6,486.54,97.308,28150347.17,5,40.03577199,116.3151681,335,2974.417773,6039.657252
336,____,71437.23077,3721.79,143.1457692,252949971.7,26,40.03254191,116.3034543,336,2297.087696,5727.656795
337,____,69096.66667,224.41,74.80333333,14970070.36,3,40.03386338,116.3102504,337,2692.008264,5829.742197
338,____,52888.73333,4912.33,109.1628889,254209588.4,45,40.03912963,116.3168389,338,3013.622658,6416.894823
339,____,94810.84091,10892.48,82.51878788,963909156.1,132,40.03191165,116.306922,339,2562.288899,5629.178016
340,______,61023.16456,6462.29,81.80113924,386273221.6,79,40.04374248,116.315216,340,2845.188829,6924.47694
341,____,55986.6,702.36,140.472,39170454.67,5,40.03688097,116.3130448,341,2781.913263,6160.652919
342,___1__,85203.77778,2080.53,57.7925,174159067.9,36,40.03407949,116.2996749,342,1958.766056,5941.076912
343,____,65601.25,1251.27,156.40875,80670548.77,8,40.03216204,116.3115478,343,2863.396728,5637.949644
344,__MOMA,34544.5,2113.84,105.692,89841417.04,20,40.04352361,116.3109267,344,2513.379696,6900.254523
345,____6__,58118.16667,619.86,103.31,36210232.56,6,40.02850612,116.3115991,345,3069.757162,5232.023439
346,____8__,93969,78.75,78.75,7400058.75,1,40.02830741,116.3109166,346,3038.108621,5211.404274
347,____,68119,244.03,122.015,16250077.05,2,40.02812749,116.3103449,347,3013.033556,5193.060902
348,___,79927.3,1663.2,166.32,133730878.8,10,39.962058,116.28699,348,9087.656495,2949.28611
349,___,89148.5,579.16,144.79,51230351.62,4,39.96080274,116.282249,349,9207.626129,3306.981816
350,___,92479,1109.65,138.70625,101400526.4,8,39.9573112,116.2858281,350,9607.618096,3407.623122
351,________,55540.61538,2343.23,180.2484615,131571619.3,13,39.953475,116.279419,351,10016.82162,4051.582434
352,___,78471,951.23,135.89,73570556.72,7,39.96048,116.283745,352,9247.859504,3249.783398
353,_____,80414.3,4091.84,136.3946667,325975792.2,30,39.95081176,116.2770145,353,10312.8388,4398.068698
354,____,77400.25,376.71,94.1775,29100165.95,4,39.96628419,116.2778116,354,8594.421456,3206.697769
355,___,76354.84091,3345.25,76.02840909,253993516.3,44,39.9613306,116.2723118,355,9156.611504,3865.447076
356,_____,77780.53333,2642.39,88.07966667,204666029.2,30,39.95086047,116.2796909,356,10307.29045,4265.026561
357,_____,75264.5,1344.32,168.04,99880837.02,8,39.95496022,116.2805382,357,9852.962272,3869.761767
358,_____,66569.45455,1410.44,128.2218182,92610567.04,11,39.95451321,116.2756498,358,9903.621589,4161.983009
359,___,82568.4,2112.01,140.8006667,172170825.3,15,39.960471,116.286511,359,9260.83374,3104.447558
360,_____,76592.13333,3419.18,113.9726667,259041719.6,30,39.95211007,116.2807453,360,10169.6526,4105.207926
361,_____,78907,1947.44,149.8030769,152630883.5,13,39.95390297,116.2750049,361,9972.570796,4245.413286
362,___,73798.89286,4116.44,73.50785714,300187011.8,56,39.95789707,116.2757469,362,9527.824609,3895.658619
363,___,80993.23529,2760.42,162.3776471,224401125.3,17,39.96134103,116.2764399,363,9144.456849,3608.143459
364,___,68745.72727,3039.63,92.11,208009689.5,33,39.95939643,116.2715838,364,9374.112404,4037.884495
365,___1__,47940,77.18,77.18,3700009.2,1,39.94185856,116.2757812,365,11308.23034,5256.189294
366,_______,87982.33333,1164.15,194.025,102980476,6,39.94874664,116.2887484,366,10571.70002,4086.414067
367,_______,90833,360.85,180.425,32750164.1,2,39.94874664,116.2887484,367,10571.70002,4086.414067
368,___,91877.125,1340.3,167.5375,123220523.8,8,39.965095,116.280924,368,8728.436853,3079.640378
369,____,41930,178.87,178.87,7500019.1,1,39.9752452,116.3216208,369,8301.918055,950.2697154
370,___,76561.44444,625.3,69.47777778,47830316.3,9,39.96859086,116.3157513,370,8824.239331,1436.771246
371,____,68689.72222,1732.23,96.235,115925956.6,18,39.97152915,116.3249099,371,8782.418694,1427.746073
372,____,85813.57778,2731.69,60.70422222,234261354.5,45,39.97358897,116.3208031,372,8445.814585,1052.806454
373,____,43759,182.82,182.82,8000020.38,1,39.97444037,116.314729,373,8185.731715,782.7724538
374,___,83568.77451,6142.14,60.21705882,509814933.3,102,39.97501669,116.3224761,374,8351.954672,1015.003027
375,___82__,91727.42857,438.9,62.7,40740217.9,7,39.97406511,116.3232654,375,8473.369994,1133.011537
376,_____,76847.66667,739.89,61.6575,56650420.4,12,39.98298243,116.3270796,376,7720.403173,1097.565238
377,_____111__,78261,92,92,7200012,1,39.97084982,116.3271319,377,8922.585078,1598.170423
378,____,69745.8,579.47,115.894,40220166.29,5,39.975093,116.321889,378,8325.757002,976.8639147
379,____,70834.44444,3060.88,113.3659259,212509312.7,27,39.96757442,116.3258932,379,9214.888042,1827.237688
380,____,79376.30303,2036.19,61.70272727,160170828.4,33,39.97409,116.331935,380,8767.170338,1669.838728
381,_____,73390.79167,1416.81,59.03375,103057609.2,24,39.972868,116.326317,381,8692.881182,1395.055921
382,_____,80378.94444,3021.63,55.95611111,241937452,54,39.971689,116.320182,382,8622.497862,1209.772655
383,_____6__,79386.63636,536,48.72727273,42815285.6,11,39.972808,116.330222,383,8831.939001,1634.003341
384,_____,77900.325,4651.09,58.138625,360586256.5,80,39.968142,116.332824,384,9385.24631,2121.820346
385,_____,80331.53659,2291.2,55.88292683,183455942.5,41,39.969051,116.324673,385,9026.880757,1638.264727
386,____,67239.1875,2106.15,131.634375,140286052,16,39.971058,116.333569,386,9123.82341,1957.937826
387,____,68017.375,3542.36,147.5983333,232877926.9,24,39.945251,116.276668,387,10930.54154,4906.045009
388,____,85042.16667,988.07,164.6783333,82970399.16,6,39.93875126,116.2867807,388,11669.24026,5155.205778
389,_____,89774.83333,812.81,135.4683333,73700463.17,6,39.93653951,116.2776964,389,11897.08486,5685.663376
390,____,58737.44737,3295.05,86.71184211,190187831.3,38,39.93557109,116.2687975,390,12027.68571,6137.262492
391,____,70613.88889,776.63,86.29222222,54550217.81,9,39.93441469,116.2784417,391,12132.87091,5866.813323
392,___,80204.88889,2743.63,152.4238889,214626440.9,18,39.93625685,116.2720632,392,11938.55499,5935.015461
393,_______,72767.14286,960.14,68.58142857,69240418.3,14,39.93944765,116.2843904,393,11583.2025,5161.299049
394,____,76798.53333,3118.47,207.898,231571706.2,15,39.93906711,116.2663602,394,11653.91527,5932.734398
395,___,65111.38095,2487.24,118.44,155001056,21,39.94131516,116.2695431,395,11387.55986,5584.64485
396,___26__,51398.77778,1654.3,91.90555556,85149940.44,18,39.90839102,116.2655857,396,15055.33121,8902.837534
397,____,65314,5264.21,131.60525,335462735.3,40,39.94308733,116.2823291,397,11173.96958,4875.754474
398,____,74097,3264.44,96.01294118,242135323.6,34,39.93496734,116.2840246,398,12079.24324,5625.64315
399,___,73403.2,1528.92,305.784,111600942.1,5,39.942036,116.2624977,399,11353.98379,5870.505687
400,___,71703,94,94,6740082,1,39.94407957,116.2748161,400,11063.31035,5095.153216
401,___,68953.26316,1688.36,88.86105263,116580764.7,19,39.93988638,116.2880225,401,11549.17561,5001.542984
402,___,64047.33333,1076.42,89.70166667,67040575.98,12,39.94160525,116.2867114,402,11352.54658,4867.984103
403,__1__,62427.58333,949.3,79.10833333,59290654.3,12,39.94303282,116.2746304,403,11179.86813,5198.354296
404,____,69517.5,1620.69,90.03833333,118520885.5,18,39.93093336,116.2869304,404,12536.65557,5958.492132
405,____,82773,2035.07,156.5438462,163420802.2,13,39.95090941,116.2628254,405,10372.134,5159.577468
406,____,46632,399.87,133.29,18650163.84,3,39.95299491,116.2633927,406,10137.04197,4976.574635
407,____,77800.84,2585.34,103.4136,205439449.1,25,39.95074336,116.2617775,407,10400.20154,5233.089066
408,____,76413.46154,2227.49,171.3453846,167421075.6,13,39.944914,116.290807,408,11008.80193,4403.356823
409,___,84055.34848,4474.76,67.79939394,370637150.5,66,39.983655,116.301959,409,6909.619844,897.8377417
410,____30__,75702.5,414.78,103.695,31310164.55,4,39.975076,116.305002,410,7890.6591,940.7916034
411,____31__,74270,160.9,160.9,11950043,1,39.976026,116.303869,411,7766.173611,930.48117
412,___,69493.68421,1409.41,74.17947368,92085783.53,19,39.975008,116.303074,412,7860.416579,1051.259155
413,____,69165.05,1261.86,63.093,87689529.85,20,39.965479,116.315825,413,9153.251847,1780.082286
414,_______,85187.6,333.43,66.686,28180089.24,5,39.982054,116.305772,414,7162.823422,571.5047715
415,____,41637.5,677.47,169.3675,27950284.92,4,39.97751076,116.3009714,415,7551.874608,1033.085754
416,___,80540.75758,1591.6,48.23030303,126005765.8,33,39.97923265,116.3026956,416,7398.717834,840.2043511
417,____,46498.5,991.09,165.1816667,45720514.89,6,39.973424,116.30809,417,8132.106708,966.3030591
418,____,71140.16949,3173.87,53.79440678,223672128,59,39.965363,116.311191,418,9058.590101,1786.393405
419,___52__,68544.6,442.85,88.57,30380155.67,5,39.9681129,116.309109,419,8720.609092,1506.890051
420,___77__,83038.6,511.2,51.12,42449165.2,10,39.971772,116.304421,420,8234.310369,1262.164361
421,_____,86104.58333,709.37,59.11416667,61375317.94,12,39.9714895,116.3001149,421,8189.99997,1490.050755
422,___62__,72916.36842,1534.15,80.74473684,112680733.3,19,39.97110122,116.3002876,422,8234.93945,1513.361406
423,___1__,88756.2,273.49,54.698,24130130.52,5,39.9704087,116.2994464,423,8297.202576,1614.143345
424,_____,91578.16667,709.92,59.16,64850365.62,12,39.96658292,116.3005626,424,8730.702779,1909.780558
425,______,48108.5,94.39,47.195,4540051.01,2,39.96224072,116.303037,425,9241.527032,2265.083271
426,____26__,101821.75,349.59,43.69875,35420193.21,8,39.96558023,116.2980284,426,8803.999895,2108.414607
427,_____,82874.70064,10023.6,63.84458599,819000132.7,157,39.96270207,116.2999883,427,9145.423565,2310.603288
428,_____,88651.48,1519.49,60.7796,133755732.2,25,39.971203,116.302242,428,8256.319331,1409.694725
429,______,83334.27273,1902.92,86.49636364,154861073.1,22,39.96255003,116.297098,429,9123.938407,2431.830708
430,____,46075.25,585.01,146.2525,26518273.35,4,39.9790886,116.3010291,430,7382.57841,968.698408
431,____,67609.66667,413.1,68.85,28430193.2,6,39.96658721,116.3129788,431,8968.453472,1644.415294
432,_____,68704,788.76,71.70545455,53080322.98,11,39.97675065,116.3087928,432,7794.658368,613.9808315
433,___,88772.5,139.2,69.6,12360062.46,2,39.97438223,116.3029827,433,7926.146423,1104.345858
434,____,70421.55556,736.53,81.83666667,51940296.15,9,39.97623068,116.3049742,434,7766.37631,851.0335688
435,____,77629.52381,1191.14,56.72095238,87480596.44,21,39.97991099,116.3007885,435,7289.449993,966.983664
436,___,93566.5,759.02,54.21571429,70658346.14,14,39.974254,116.305591,436,7990.686261,983.0870298
437,____,91626.75,179.8,44.95,16200136.4,4,39.986015,116.304029,437,6702.768994,869.1596366
438,____25_,92398.33333,137.1,45.7,12580037.5,3,39.984559,116.305857,438,6899.587426,661.1572096
439,____44_,75744,173.6,57.86666667,13010083.6,3,39.983804,116.304332,439,6944.425506,729.0935127
440,____,84477.84375,3803.43,59.42859375,319621867.9,64,39.9756684,116.3093457,440,7922.143698,699.0914991
441,____24__,96402.54545,880.4,80.03636364,81420452.77,11,39.9742139,116.308114,441,8048.530327,885.837363
442,____,76469.72,1678.9,67.156,127351049.9,25,39.982983,116.305415,442,7056.10891,620.0085047
443,__37__,66769.33333,196.2,65.4,13100143.2,3,39.928373,116.259123,443,12890.81952,7221.218776
444,__39__,54050.09091,729.15,66.28636364,39628454.06,11,39.930225,116.246737,444,12835.10162,7662.405744
445,__41__,57886,132.3,66.15,7630070.6,2,39.929608,116.257465,445,12770.3262,7186.137906
446,__48__,51144.14286,407.5,58.21428571,20772249.4,7,39.92839018,116.2514335,446,12971.54042,7580.288655
447,_____90__,49667,60,60,2980020,1,39.92787643,116.2626813,447,12916.63704,7111.174703
448,___19__,47075.5,350.89,58.48166667,16520181.81,6,39.92839018,116.2514335,448,12971.54042,7580.288655
449,________,50412.8,290.8,58.16,14760076.2,5,39.92617754,116.2396316,449,13389.18851,8365.801949
450,___,65527.66667,345.78,115.26,22680167.25,3,39.92783825,116.2402015,450,13199.58557,8201.099892
451,__40__,53042.71429,391.45,55.92142857,21220147.29,7,39.92715468,116.2530914,451,13087.07371,7608.154366
452,_____,53745.71212,2534.2,38.3969697,134457353.5,66,39.92927965,116.2684586,452,12726.53995,6741.282609
453,____,57804.61111,1085.5,60.30555556,60935325.07,18,39.92529946,116.2238966,453,13807.03707,9303.579612
454,___,68865,469.55,156.5166667,32000138.66,3,39.90521844,116.2595769,454,15443.90739,9420.260519
455,___1__,59227.33333,487.7,54.18888889,28500196.9,9,39.92386643,116.2582362,455,13395.79713,7672.603264
456,____,57443.35714,1042.29,74.44928571,60605564.31,14,39.92728016,116.2473316,456,13147.6812,7878.110973
457,___,57088.25,291.52,72.88,16558110.31,4,39.91163472,116.2586391,457,14742.21348,8820.619834
458,______,71980.28571,1234.72,88.19428571,89668624.67,14,39.92729066,116.2593323,458,13008.33794,7310.296491
459,____,59460.42857,1370.97,97.92642857,80240753.94,14,39.9283693,116.2581377,459,12900.30544,7266.020591
460,___,56450,1264.45,63.2225,71529753.47,20,39.933638,116.252203,460,12386.9102,7097.435736
461,___,57291.66667,336.08,112.0266667,19330185.56,3,39.92852332,116.2455532,461,13038.2104,7864.313505
462,____,59177.72222,3280.77,91.1325,190739753.3,36,39.9259365,116.2441202,462,13341.69278,8153.391503
463,____,68424.42308,2865.87,110.2257692,197461252.2,26,39.92616002,116.2567684,463,13156.92538,7527.229244
464,____,44514.14286,1430.91,102.2078571,62805737.39,14,39.92719148,116.2119982,464,13920.79861,9877.953405
465,__33__,39331.25,426.87,106.7175,16760140.85,4,39.931332,116.245704,465,12730.16514,7626.248204
466,___,63031.57143,886.96,126.7085714,56440529.22,7,39.929275,116.240477,466,13039.33935,8071.231071
467,____,100534.1176,1947.55,114.5617647,192770768.9,17,39.96217,116.299587,467,9197.938669,2377.331698
468,______,95558.78571,2731.06,195.0757143,252331171,14,39.97283897,116.2926192,468,7942.660932,1848.512893
469,________,101251.4,285.42,57.084,28960124.15,5,39.96823161,116.2948127,469,8473.359021,2034.993722
470,_____,80735.73333,3300.04,110.0013333,240210274.9,30,39.96019676,116.2990714,470,9406.763403,2592.36679
471,______,96602.22727,2716.49,123.4768182,259731181.9,22,39.9631566,116.2949411,471,9032.320002,2465.416902
472,______,109465,504.37,126.0925,55880307.96,4,39.964166,116.294781,472,8919.614575,2381.564619
473,____,88804,539.22,77.03142857,46730216.54,7,39.965802,116.297851,473,8777.38268,2095.657179
474,____,86594.8,739.65,147.93,64160343.79,5,39.96261253,116.2893194,474,9041.259422,2782.195177
475,____,104725.5,487.27,81.21166667,49210258.92,6,39.96100684,116.2891569,475,9217.645583,2926.2102
476,____,76365.5,1137.96,189.66,84980451.5,6,39.962938,116.301953,476,9148.711972,2223.750835
477,____,126273.75,931.98,232.995,116400421.2,4,39.96908654,116.2857566,477,8302.454777,2520.072006
478,____,116865.8286,3496.37,49.94814286,406527629.9,70,39.965076,116.297628,478,8853.903124,2172.21946
479,___63_,75318,55.1,55.1,4150021.8,1,39.908619,116.291481,479,15031.00681,8252.487525
480,_____10__,98381,215.4,53.85,20670123.5,4,39.90908421,116.2834507,480,14950.42526,8351.209352
481,_____11__,91445.17391,1340.76,58.29391304,120725595.7,23,39.9096287,116.2792577,481,14885.0705,8388.897098
482,_____12__,93957.5,106.4,53.2,10040053.3,2,39.90736233,116.2819361,482,15138.99591,8567.522044
483,_____5__,85046,87.6,87.6,7450029.6,1,39.9089427,116.2879974,483,14979.39566,8276.528546
484,_____9_,85846,1080.19,98.19909091,88235397.99,11,39.91028872,116.2830382,484,14815.92815,8231.688992
485,_____1__,79939,118.3,59.15,9440026.4,2,39.9091342,116.2882609,485,14959.18268,8251.07601
486,___1__,70680.71429,2107.82,60.22342857,147758987.6,35,39.90736067,116.2900431,486,15163.40429,8412.298909
487,___12__,80539.27273,750.78,68.25272727,60253412.06,11,39.90733778,116.2776471,487,15139.42924,8669.63003
488,____65_,80770.75,281.1,70.275,22674157.5,4,39.907799,116.287504,488,15104.40656,8408.951856
489,___12__,88747,56.34,56.34,5000005.98,1,39.91503659,116.2814949,489,14286.43847,7764.343327
490,_____,90079.53333,790.5,52.7,70540271.2,15,39.91631952,116.2822596,490,14145.1244,7610.479317
491,____59_,79806,123.06,61.53,9820066,2,39.907894,116.293773,491,15124.22561,8297.454633
492,____15____,85012.23077,789.7,60.74615385,67255398.8,13,39.91745779,116.2876928,492,14033.94573,7367.124067
493,____15____,89252.16667,2107.05,87.79375,188511011.6,24,39.91588239,116.2873276,493,14207.24374,7543.278849
494,____6__,85948.4,293.1,58.62,24520167.6,5,39.90738379,116.2879846,494,15152.22946,8445.105701
495,___61__,85506.56667,1779.48,59.316,147600868.1,30,39.9097439,116.288836,495,14893.91419,8174.897572
496,___,59658.8,322.88,64.576,18960792.02,5,39.946591,116.313795,496,11122.97152,3865.032133
497,_______,78520.75,373.43,93.3575,29320194.36,4,39.953141,116.321771,497,10598.55911,3208.619004
498,____,60153.75,569.59,47.46583333,33540298.18,12,39.9538193,116.3176651,498,10430.18571,3082.494757
499,_____,73098.75,1551.98,129.3316667,111270859,12,39.95283654,116.3136191,499,10448.63376,3171.445863
500,______,36144.75,594.56,148.64,21490222.56,4,39.95262904,116.315832,500,10516.74789,3201.271336
501,___8__,72399.29412,1447.97,85.17470588,104710747.9,17,39.95534775,116.3101123,501,10110.4336,2901.542143
502,_____,75230.0625,873.11,54.569375,65840402.63,16,39.95357107,116.3112054,502,10322.40626,3093.075281
503,_____,65796.06667,885.8,59.05333333,58380463.2,15,39.9517208,116.3054473,503,10423.17546,3347.84647
504,____,55735.33333,331.88,110.6266667,18445149.43,3,39.94787345,116.3116532,504,10944.85802,3723.918139
505,______,92055.8,667.34,133.468,60450269.06,5,39.948617,116.323266,505,11111.83401,3724.065062
506,___________,75411.33333,184.5,61.5,13816021.8,3,39.951113,116.316191,506,10686.25423,3371.117299
507,_______,71454.3,1414.54,70.727,101000669,20,39.949039,116.318223,507,10951.15895,3614.765461
508,______11__,66709,79.9,79.9,5330049.1,1,39.945926,116.316332,508,11244.20407,3946.479433
509,______19__,77323.22222,567.7,63.07777778,43820153.5,9,39.9480519,116.317337,509,11037.47058,3717.020417
510,______7__,84548,162.84,54.28,13759110.36,3,39.9476109,116.3162279,510,11061.56644,3759.266602
511,______60__,74147,82,82,6080054,1,39.950191,116.316952,511,10800.88333,3477.811294
512,_____,72882.75,251.7,62.925,17945156.3,4,39.950919,116.313965,512,10661.21755,3384.770917
513,___,61956.85938,4076.08,63.68875,253006958.2,64,39.998396,116.34226,513,7048.817686,2943.550212
514,___,96686,217.9,54.475,20725114.5,4,39.982249,116.339263,514,8288.546071,2029.12924
515,_____,79823.16667,1706.27,142.1891667,131191007.2,12,39.99055,116.328574,515,7061.604007,1571.787348
516,_______,71554,90.9,45.45,6380056.6,2,39.99080939,116.3254153,516,6905.759849,1415.318409
517,___15__,67425,476.1,68.01428571,31514707.3,7,39.99558955,116.3325853,517,6788.312973,2182.256201
518,___27__,63494.53333,784.1,52.27333333,49143392.4,15,39.99524677,116.3330094,518,6838.526304,2178.067363
519,____1__,67348.8,322.14,64.428,21675168.04,5,40.01234971,116.314336,519,4452.23699,3438.172356
520,____2__,60298.5,144.68,72.34,8720128.32,2,40.01223859,116.3143989,520,4464.917734,3425.980078
521,_____,71420.06667,883.92,58.928,62395533.9,15,39.99978267,116.3481248,521,7269.84589,3395.162008
522,____9__,60306.4,340.2,68.04,20275194.8,5,39.91014117,116.2946803,522,14881.27029,8039.386631
523,____,71098.28571,427.81,61.11571429,30160174.51,7,39.988528,116.34556,523,8031.119068,2636.195714
524,___,94973.6,455.06,91.012,42730129.91,5,39.98784488,116.3257489,524,7200.837277,1213.871481
525,_____,66965,482.31,53.59,32330318.47,9,40.00763427,116.3136269,525,4841.356271,2913.53808
