FID,community,transaction prices,total square footage,avg square footage,total amount,volume,latitude,longitude,INPUT_FID,DISTANCE to SP,Distance to ZGC
792,______,61592.61905,1272.69,60.60428571,75665641.83,21,39.95928382,116.3170096,792,9835.744868,2474.006952
793,____,56221.55556,495.4,55.04444444,27865244.99,9,39.96126216,116.3362844,793,10188.77254,2868.044406
794,___,53676.11111,3823.54,70.8062963,211339221.9,54,39.958707,116.351641,794,11006.71518,3906.914697
795,___,63430.3,926.64,92.664,57530458.79,10,39.961693,116.33909,795,10243.54618,2973.56988
796,____133__,68348.42857,409.7,58.52857143,28200195.1,7,39.968528,116.33812,796,9538.65177,2408.309793
797,_________,41151,185.82,92.91,8500116.26,2,39.9655698,116.3196561,797,9241.846384,1829.451033
798,_______8_,85670.8,616.69,123.338,52660519.98,5,39.96203238,116.3244691,798,9741.502944,2323.751027
799,_______8_,88723,56.75,56.75,5035030.25,1,39.96100816,116.3655152,799,11389.4149,4649.148878
800,____,74756.03571,4843.58,57.66166667,361203528.1,84,39.9565511,116.330485,800,10480.48932,3070.188961
801,___14__,66172,525.78,131.445,33160315,4,39.95995525,116.3308627,801,10144.2273,2750.100004
802,___2__,65122.14286,507.9,72.55714286,33070142.9,7,39.95644688,116.3285006,802,10433.129,3016.528045
803,___7__,53256,63.28,63.28,3370039.68,1,39.96213872,116.3332211,803,9998.54989,2646.44761
804,____2__,68014,166.8,55.6,11290067.2,3,39.95644688,116.3285006,804,10433.129,3016.528045
805,____8__,40967.66667,175.07,58.35666667,7340111.93,3,39.968755,116.33794,805,9509.847419,2382.160189
806,____4__,63352.88889,604.03,67.11444444,38740326.16,9,39.96211207,116.3325027,806,9977.773103,2616.470939
807,____16__,64333.5,258.5,129.25,16630036.5,2,39.95895428,116.3313957,807,10262.60818,2867.052601
808,____2__,61697,77.8,77.8,4800026.6,1,39.95644688,116.3285006,808,10433.129,3016.528045
809,____2__,66295.5,92.4,46.2,6030041.6,2,39.95644688,116.3285006,809,10433.129,3016.528045
810,____,74667.4,1180.29,59.0145,88164586.46,20,39.959444,116.3283735,810,10121.11784,2709.777483
811,____,61197.04762,1244.86,59.27904762,74402596.72,21,39.967179,116.350502,811,10162.92488,3299.817931
812,____,84229,589.67,65.51888889,49190218.38,9,39.962185,116.324096,812,9715.184648,2297.198706
813,____,71927,551.23,78.74714286,39020350.65,7,39.965746,116.327625,813,9454.639916,2070.565403
814,___133__,46156.33333,294.22,98.07333333,13410146.56,3,39.968528,116.33812,814,9538.65177,2408.309793
815,___,60313.75,447.68,111.92,26830300.52,4,39.96849,116.352218,815,10115.94318,3352.333974
816,____,71123.19231,3775.47,145.2103846,277667185.4,26,39.9757309,116.3431091,816,9054.965094,2408.526067
817,____,76220.68,1430.73,57.2292,110064690.2,25,39.975033,116.346385,817,9261.284278,2673.704931
818,____,70899.40741,1565.94,57.99777778,111095657.9,27,39.9763719,116.3347996,818,8654.289547,1771.489602
819,____,65610.45098,3328.2,65.25882353,214262559.4,51,39.974626,116.345097,819,9242.492209,2590.390875
820,___,83610.80952,4584.48,109.1542857,378680229,42,39.97050274,116.3352332,820,9238.979978,2098.668664
821,___,64726.56667,6543.64,109.0606667,416444333.7,60,39.97228106,116.3405002,821,9270.361267,2351.853897
822,____,37150.4,815.66,163.132,30310154.91,5,39.975112,116.339391,822,8957.426329,2153.173677
823,____,66362.36364,1004.03,91.27545455,65920593.18,11,39.97579539,116.3418644,823,8996.050321,2313.670004
824,___2__,71079.5,812.3,58.02142857,57731329.66,14,39.97455244,116.3453193,824,9258.883108,2609.240795
825,___52__,59975,521.9,65.2375,31325170,8,39.97494586,116.3312799,825,8659.442061,1580.390119
826,___56__,78899.42105,1135.88,59.78315789,88490504.61,19,39.97364339,116.3310286,826,8778.158462,1634.416087
827,_____106__,73698,439.57,73.26166667,32400232.28,6,39.97230174,116.3298155,827,8867.912836,1642.495038
828,______,107036.5,517.63,64.70375,56950352.55,8,39.97290108,116.345565,828,9421.969577,2686.257473
829,____,59019.44444,1780.62,98.92333333,104950956.3,18,39.973067,116.337545,829,9078.404554,2107.777305
830,___,70144,616.08,88.01142857,44170254,7,39.957168,116.35804,830,11413.30157,4400.04785
831,____,67091.52778,1914.83,53.18972222,127905940.6,36,39.973277,116.35076,831,9615.621191,3053.659652
832,____,66711.16129,1966.51,63.43580645,131445124.1,31,39.971449,116.351849,832,9829.898293,3198.680478
833,____,68957.94737,2127.09,111.9521053,146046023.2,19,39.9721356,116.3496786,833,9670.988705,3014.608053
834,____,105852.422,7264.31,66.64504587,760830682,109,39.983648,116.324929,834,7575.483826,950.2571312
835,_____,89347.25,516.79,64.59875,46012209.3,8,39.9813756,116.3352525,835,8197.924485,1716.338025
836,___,75292,790.77,46.51588235,58025402.86,17,39.979613,116.338611,836,8503.356703,1986.369894
837,_____,51330.14286,906.14,129.4485714,45630495.21,7,39.97590766,116.3308348,837,8549.046704,1503.355188
838,____,65745.25,363.26,90.815,23700227.78,4,39.98184397,116.3180244,838,7519.189998,385.2878035
839,___,66079,262.08,131.04,17000195.16,2,39.97885566,116.3276208,839,8143.07068,1160.143596
840,___47__,70711.5,137.2,68.6,9700077.6,2,39.97647538,116.332035,840,8538.356213,1565.669703
841,___57__,66822.75,406.08,101.52,27360358.72,4,39.97605289,116.3291336,841,8473.066813,1376.920711
842,___59__,73465.5,164.88,82.44,12000081.48,2,39.97582439,116.3288244,842,8484.533092,1366.645998
843,____18__,69833.5,245.77,61.4425,17435108.75,4,39.97798083,116.3322932,843,8402.525525,1534.798237
844,___,90319.04878,2698.7,65.82195122,237971340.3,41,39.98195432,116.3093939,844,7261.024591,292.9399817
845,______,101944.25,723.1,60.25833333,72510197.3,12,39.97949008,116.3143561,845,7650.928624,233.3046447
846,______,96240,201.2,67.06666667,19270169.6,3,39.98098802,116.3232196,846,7776.80485,785.7438495
847,______,95612,150.4,75.2,14380044.8,2,39.98017807,116.3213417,847,7794.389324,653.1749904
848,____,52601.64286,648.51,46.32214286,34460305.19,14,39.97598367,116.3308308,848,8541.470497,1499.668953
849,____,34475,315.6,315.6,10880310,1,39.9826476,116.3328373,849,7978.839268,1535.563154
850,____,101570.2727,3027.42,68.805,300124101.3,44,39.980737,116.318484,850,7645.961402,424.0526203
851,_______,95791.5,428.5,71.41666667,40770174.1,6,39.982481,116.333111,851,8005.739822,1555.135512
852,____,106597.4677,3801.35,61.31209677,398166773.8,62,39.982418,116.321256,852,7567.188897,642.4293085
853,___,86410.22727,1217.97,55.36227273,104605571.9,22,39.976482,116.324128,853,8257.629499,1014.164271
854,____,58311,1933.21,175.7463636,110726137,11,39.9451881,116.3069365,854,11156.98092,4048.588326
855,____,71199.4,814.79,81.479,57830438.71,10,39.937206,116.303482,855,11980.87387,4962.84882
856,___28__,53247.77778,898.61,99.84555556,48070545.24,9,39.9362379,116.3047859,856,12103.57051,5055.302766
857,___29__,61487.75,351.37,87.8425,21650239.63,4,39.931312,116.300214,857,12590.75801,5649.910384
858,___32__,55070,457.97,91.594,24847264.64,5,39.934005,116.303243,858,12328.85193,5317.140807
859,____,76586.4,1827.79,60.92633333,139850815.9,30,39.947379,116.305073,859,10890.38085,3827.883156
860,____,64649.08511,3162.3,67.28297872,206419726.2,47,39.937206,116.303482,860,11980.87387,4962.84882
861,____53_,60958.33333,320.67,106.89,17356150.71,3,39.934225,116.302093,861,12291.13867,5306.542875
862,___10__,86554.69048,2618.9,62.3547619,224550196.1,42,39.946867,116.299077,862,10868.32183,3984.741657
863,____,38706,765.75,109.3928571,29195424.28,7,39.9382779,116.3147344,863,12036.57947,4789.372745
864,_____,79253,453.6,56.7,35615193,8,39.944399,116.309176,864,11278.19454,4119.213578
865,_____,71582.82353,5215.43,61.358,371568502.7,85,39.941151,116.297187,865,11477.05878,4635.415776
866,_____23__,77748.66667,183.9,61.3,14240134.9,3,39.932623,116.317687,866,12700.74752,5427.256643
867,_____27__,64687,56.89,56.89,3680043.43,1,39.9326099,116.316258,867,12676.13988,5422.571596
868,_____35__,69183,254.6,63.65,17850140.1,4,39.9350479,116.3112919,868,12327.8525,5148.205311
869,_____45__,83886.6,182.1,36.42,15265071.5,5,39.9332799,116.311877,869,12529.29193,5343.452926
870,____,71765.8,601.69,120.338,42530407.7,5,39.951888,116.29828,870,10307.81896,3471.574043
871,___,63198.07692,1692.25,65.08653846,106988929.8,26,39.940467,116.309332,871,11707.7883,4553.937639
872,___9__,70973,277.9,55.58,19630142.8,5,39.942601,116.306753,872,11435.98083,4335.564396
873,____,54699,1400.96,51.88740741,76093578.76,27,39.937817,116.286887,873,11773.2716,5247.460698
874,______,65183.9,1091.18,109.118,71385294.77,10,39.9392471,116.3115078,874,11875.59961,4681.673491
875,___,33301.2,1171.99,234.398,37820529.58,5,39.9472275,116.3040466,875,10892.15412,3858.127367
876,_________,77152.5,114.32,57.16,8820073.8,2,39.935641,116.30365,876,12154.46932,5132.846591
877,____,67276.14286,3312.46,157.7361905,224601377.2,21,39.947075,116.306278,877,10941.52309,3847.280937
878,____,61913,251.9,125.95,15500180.26,2,39.934303,116.299497,878,12254.2127,5334.036624
879,____,74021.53061,6651.25,135.7397959,492401233.4,49,39.942688,116.311897,879,11509.55451,4299.006603
880,___,74978,230.85,46.17,17300067.85,5,39.936192,116.314489,880,12257.57168,5020.453209
881,_____,64154.16667,588.57,98.095,37970186.75,6,39.9348397,116.3147258,881,12407.97036,5170.986593
882,_____12__,66886.83333,324.7,54.11666667,21790091.1,6,39.934895,116.315008,882,12406.95845,5165.430681
883,_____17__,74736.4,270.73,54.146,19730172.43,5,39.936903,116.313418,883,12161.97406,4940.404973
884,_____25__,80542.16667,593.5,49.45833333,46090356.38,12,39.932907,116.313672,884,12599.17236,5384.217578
885,____,66284.16667,805.46,134.2433333,54230352.12,6,39.940195,116.301185,885,11625.21632,4666.876709
886,____,67721.85,1519.12,75.956,103850721.1,20,39.94006,116.300532,886,11632.49093,4691.801039
887,____,55099.5,245.13,122.565,13488020.4,2,39.93391242,116.2975398,887,12278.02119,5408.306429
888,_____,83166.66667,409.64,136.5466667,34280173.97,3,39.93491742,116.3041454,888,12239.95655,5207.133826
889,_____101__,76055,637.7,63.77,48460288.1,10,39.93134875,116.3031516,889,12619.19875,5610.151072
890,_____109_,100000,44.5,44.5,4450000,1,39.927684,116.30959,890,13104.10874,5970.12176
891,_____56__,75184.22222,508.7,56.52222222,37910243.4,9,39.9371049,116.3115829,891,12109.21033,4919.310063
892,_____89__,62073,62.83,62.83,3900046.59,1,39.934722,116.309142,892,12330.08599,5191.526821
893,____,69563.33333,573.31,191.1033333,39170190.83,3,39.933113,116.299529,893,12385.50867,5463.151916
894,____,68028.35714,1930.84,137.9171429,131291039.5,14,39.93459106,116.2953459,894,12183.80019,5375.808839
895,_____,83212.2,823.38,164.676,71200392.81,5,39.94385304,116.3082083,895,11321.9674,4185.778978
896,____,91718.09091,2162.8,196.6181818,195751237,11,39.93324304,116.3174359,896,12629.24641,5357.303789
897,____,49017.86364,4121.1,187.3227273,200757809.5,22,39.94249704,116.2975616,897,11332.57018,4483.634117
898,___98__,64374.2,870.96,58.064,56030461.66,15,39.93662962,116.3154959,898,12228.32101,4974.185396
899,____3__,68372,95.8,95.8,6550037.6,1,39.941821,116.3066469,899,11519.4355,4422.544832
900,_____14__,68928.5,525.4,52.54,36065241,10,39.93449001,116.3137591,900,12429.10908,5208.520016
901,_____20__,74291.05263,1166.07,61.37210526,84719502.92,19,39.9342901,116.3137132,901,12449.98338,5230.68108
902,_____,67972.89286,1745.66,62.345,118116943.5,28,39.94103134,116.301468,902,11536.79831,4571.51379
903,___1__,68274,49.8,49.8,3400045.2,1,39.93890001,116.3045049,903,11808.57456,4765.260483
904,_____1__,91522.94444,979.77,54.43166667,89158429.75,18,39.950666,116.301031,904,10475.45908,3537.767169
905,_______,58590,119.41,59.705,6640050.28,2,39.946467,116.297121,905,10891.11127,4070.955029
906,__________,69160.33333,155.6,51.86666667,10600102.9,3,39.939201,116.316105,906,11962.36677,4691.000202
907,____,74772.33333,306.12,102.04,23010185.43,3,39.937602,116.300599,907,11903.26372,4958.099166
